293 	 236 	 236 	 0.193
294 	 114 	 114 	 0.190
295 	 230 	 230 	 0.182
296 	 333 	 333 	 0.182
297 	 200 	 200 	 0.181
298 	 56 	 56 	 0.180
299 	 312 	 312 	 0.179
300 	 374 	 374 	 0.178
301 	 170 	 170 	 0.172
302 	 70 	 70 	 0.167
303 	 115 	 115 	 0.148
304 	 292 	 292 	 0.139
305 	 367 	 367 	 0.130
306 	 175 	 175 	 0.130
307 	 345 	 345 	 0.125
308 	 83 	 83 	 0.123
309 	 117 	 117 	 0.122
310 	 15 	 15 	 0.112
311 	 126 	 126 	 0.107
312 	 171 	 171 	 0.103
313 	 308 	 308 	 0.100
314 	 72 	 72 	 0.098
315 	 336 	 336 	 0.093
316 	 281 	 281 	 0.092
317 	 45 	 45 	 0.087
318 	 368 	 368 	 0.087
319 	 376 	 376 	 0.087
320 	 288 	 288 	 0.086
321 	 78 	 78 	 0.083
322 	 5 	 5 	 0.081
323 	 278 	 278 	 0.078
324 	 318 	 318 	 0.078
325 	 283 	 283 	 0.076
326 	 353 	 353 	 0.074
327 	 146 	 146 	 0.073
328 	 1 	 1 	 0.073
329 	 218 	 218 	 0.070
330 	 220 	 220 	 0.068
331 	 6 	 6 	 0.066
332 	 151 	 151 	 0.064
333 	 320 	 320 	 0.064
334 	 372 	 372 	 0.064
335 	 359 	 359 	 0.064
336 	 295 	 295 	 0.062
337 	 377 	 377 	 0.060
338 	 81 	 81 	 0.058
339 	 8 	 8 	 0.056
340 	 358 	 358 	 0.055
341 	 111 	 111 	 0.051
342 	 153 	 153 	 0.051
343 	 211 	 211 	 0.050
344 	 7 	 7 	 0.050
345 	 338 	 338 	 0.049
346 	 207 	 207 	 0.049
347 	 65 	 65 	 0.043
348 	 74 	 74 	 0.037
349 	 53 	 53 	 0.035
350 	 188 	 188 	 0.034
351 	 23 	 23 	 0.034
352 	 60 	 60 	 0.034
353 	 119 	 119 	 0.033
354 	 136 	 136 	 0.033
355 	 229 	 229 	 0.031
356 	 290 	 290 	 0.031
357 	 259 	 259 	 0.030
358 	 350 	 350 	 0.029
359 	 354 	 354 	 0.028
360 	 50 	 50 	 0.028
361 	 176 	 176 	 0.024
362 	 66 	 66 	 0.024
363 	 18 	 18 	 0.020
364 	 285 	 285 	 0.019
365 	 258 	 258 	 0.016
366 	 239 	 239 	 0.015
367 	 337 	 337 	 0.014
368 	 71 	 71 	 0.012
369 	 98 	 98 	 0.012
370 	 79 	 79 	 0.012
371 	 266 	 266 	 0.012
372 	 215 	 215 	 0.011
373 	 202 	 202 	 0.010
374 	 247 	 247 	 0.009
375 	 122 	 122 	 0.009
376 	 286 	 286 	 0.009
377 	 344 	 344 	 0.007
378 	 84 	 84 	 0.007
379 	 287 	 287 	 0.006
380 	 317 	 317 	 0.006
381 	 91 	 91 	 0.005
382 	 326 	 326 	 0.005
383 	 149 	 149 	 0.005
384 	 152 	 152 	 0.004
385 	 296 	 296 	 0.003
386 	 284 	 284 	 0.002
387 	 148 	 148 	 0.002
388 	 250 	 250 	 0.002
389 	 156 	 156 	 0.002
390 	 183 	 183 	 0.002
391 	 30 	 30 	 0.001
392 	 155 	 155 	 0.001
393 	 46 	 46 	 0.001
394 	 375 	 375 	 0.001
395 	 26 	 26 	 0.000
396 	 335 	 335 	 0.000
397 	 184 	 184 	 0.000
398 	 195 	 195 	 0.000
399 	 262 	 262 	 0.000
400 	 381 	 381 	 0.000
401 	 293 	 293 	 0.000
402 	 371 	 371 	 0.000
403 	 134 	 134 	 0.000
404 	 157 	 157 	 0.000
405 	 165 	 165 	 0.000
