192 	 307 	 307 	 1.055
193 	 20 	 20 	 1.047
194 	 97 	 97 	 1.030
195 	 121 	 121 	 1.003
196 	 221 	 221 	 1.004
197 	 101 	 101 	 0.997
198 	 281 	 281 	 0.997
199 	 239 	 239 	 0.929
200 	 43 	 43 	 0.920
201 	 224 	 224 	 0.903
202 	 213 	 213 	 0.875
203 	 236 	 236 	 0.848
204 	 2 	 2 	 0.848
205 	 315 	 315 	 0.840
206 	 288 	 288 	 0.810
207 	 242 	 242 	 0.798
208 	 70 	 70 	 0.799
209 	 118 	 118 	 0.801
210 	 12 	 12 	 0.799
211 	 299 	 299 	 0.801
212 	 257 	 257 	 0.789
213 	 204 	 204 	 0.777
214 	 219 	 219 	 0.771
215 	 142 	 142 	 0.758
216 	 324 	 324 	 0.741
217 	 231 	 231 	 0.739
218 	 7 	 7 	 0.708
219 	 269 	 269 	 0.707
220 	 19 	 19 	 0.685
221 	 92 	 92 	 0.637
222 	 210 	 210 	 0.629
223 	 76 	 76 	 0.627
224 	 96 	 96 	 0.603
225 	 300 	 300 	 0.588
226 	 65 	 65 	 0.588
227 	 321 	 321 	 0.588
228 	 273 	 273 	 0.570
229 	 223 	 223 	 0.568
230 	 203 	 203 	 0.544
231 	 199 	 199 	 0.528
232 	 310 	 310 	 0.498
233 	 36 	 36 	 0.498
234 	 202 	 202 	 0.490
235 	 308 	 308 	 0.452
236 	 178 	 178 	 0.436
237 	 56 	 56 	 0.436
238 	 139 	 139 	 0.431
239 	 82 	 82 	 0.432
240 	 283 	 283 	 0.433
241 	 320 	 320 	 0.431
242 	 112 	 112 	 0.432
243 	 172 	 172 	 0.415
244 	 67 	 67 	 0.401
245 	 311 	 311 	 0.398
246 	 271 	 271 	 0.385
247 	 66 	 66 	 0.361
248 	 129 	 129 	 0.360
249 	 265 	 265 	 0.356
250 	 120 	 120 	 0.342
251 	 328 	 328 	 0.325
252 	 238 	 238 	 0.325
253 	 6 	 6 	 0.317
254 	 27 	 27 	 0.307
255 	 126 	 126 	 0.305
256 	 293 	 293 	 0.295
257 	 119 	 119 	 0.294
258 	 37 	 37 	 0.291
259 	 46 	 46 	 0.289
260 	 258 	 258 	 0.283
261 	 263 	 263 	 0.281
262 	 286 	 286 	 0.270
263 	 316 	 316 	 0.270
264 	 181 	 181 	 0.250
265 	 266 	 266 	 0.239
266 	 160 	 160 	 0.236
267 	 247 	 247 	 0.230
268 	 57 	 57 	 0.230
269 	 280 	 280 	 0.230
270 	 71 	 71 	 0.229
271 	 323 	 323 	 0.228
272 	 133 	 133 	 0.213
273 	 314 	 314 	 0.208
274 	 217 	 217 	 0.186
275 	 296 	 296 	 0.179
276 	 81 	 81 	 0.168
277 	 298 	 298 	 0.168
278 	 93 	 93 	 0.163
279 	 279 	 279 	 0.160
280 	 45 	 45 	 0.153
281 	 31 	 31 	 0.151
282 	 21 	 21 	 0.134
283 	 220 	 220 	 0.132
284 	 3 	 3 	 0.125
285 	 289 	 289 	 0.125
286 	 176 	 176 	 0.124
287 	 47 	 47 	 0.124
288 	 276 	 276 	 0.120
289 	 225 	 225 	 0.118
290 	 195 	 195 	 0.118
291 	 79 	 79 	 0.116
292 	 94 	 94 	 0.114
293 	 226 	 226 	 0.112
294 	 148 	 148 	 0.111
295 	 33 	 33 	 0.110
296 	 262 	 262 	 0.101
297 	 291 	 291 	 0.101
298 	 137 	 137 	 0.093
299 	 109 	 109 	 0.091
300 	 301 	 301 	 0.090
301 	 55 	 55 	 0.089
302 	 88 	 88 	 0.078
303 	 99 	 99 	 0.076
304 	 30 	 30 	 0.071
305 	 227 	 227 	 0.069
306 	 34 	 34 	 0.066
307 	 157 	 157 	 0.066
308 	 86 	 86 	 0.065
309 	 117 	 117 	 0.055
310 	 206 	 206 	 0.052
311 	 309 	 309 	 0.049
312 	 295 	 295 	 0.042
313 	 327 	 327 	 0.037
314 	 292 	 292 	 0.035
315 	 173 	 173 	 0.029
316 	 317 	 317 	 0.027
317 	 84 	 84 	 0.027
318 	 140 	 140 	 0.024
319 	 25 	 25 	 0.023
320 	 185 	 185 	 0.021
321 	 53 	 53 	 0.021
322 	 182 	 182 	 0.020
323 	 28 	 28 	 0.020
324 	 141 	 141 	 0.019
325 	 326 	 326 	 0.019
326 	 73 	 73 	 0.018
327 	 260 	 260 	 0.018
328 	 214 	 214 	 0.018
329 	 303 	 303 	 0.016
330 	 145 	 145 	 0.015
331 	 125 	 125 	 0.013
332 	 41 	 41 	 0.013
333 	 277 	 277 	 0.012
334 	 9 	 9 	 0.011
335 	 319 	 319 	 0.010
336 	 294 	 294 	 0.007
337 	 44 	 44 	 0.007
338 	 24 	 24 	 0.006
339 	 318 	 318 	 0.005
340 	 232 	 232 	 0.004
341 	 267 	 267 	 0.003
342 	 58 	 58 	 0.001
343 	 322 	 322 	 0.001
344 	 297 	 297 	 0.001
345 	 278 	 278 	 0.000
