1 	 338 	 338 	 0.198
2 	 268 	 268 	 90.394
3 	 313 	 313 	 23.185
4 	 334 	 334 	 22.546
5 	 193 	 193 	 15.742
6 	 343 	 343 	 14.747
7 	 345 	 345 	 14.273
8 	 332 	 332 	 13.647
9 	 290 	 290 	 9.415
10 	 330 	 330 	 9.945
11 	 166 	 166 	 9.681
12 	 340 	 340 	 9.583
13 	 336 	 336 	 9.623
14 	 18 	 18 	 7.697
15 	 233 	 233 	 7.915
16 	 329 	 329 	 7.504
17 	 253 	 253 	 7.391
18 	 167 	 167 	 6.961
19 	 337 	 337 	 6.539
20 	 29 	 29 	 6.280
21 	 240 	 240 	 6.199
22 	 62 	 62 	 6.376
23 	 333 	 333 	 6.480
24 	 165 	 165 	 6.497
25 	 341 	 341 	 6.702
26 	 194 	 194 	 6.512
27 	 15 	 15 	 5.701
28 	 339 	 339 	 5.798
29 	 254 	 254 	 5.671
30 	 168 	 168 	 5.811
31 	 16 	 16 	 5.685
32 	 282 	 282 	 5.702
33 	 205 	 205 	 5.707
34 	 130 	 130 	 5.466
35 	 344 	 344 	 5.385
36 	 95 	 95 	 5.243
37 	 249 	 249 	 5.221
38 	 335 	 335 	 5.174
39 	 331 	 331 	 5.249
40 	 143 	 143 	 5.168
41 	 151 	 151 	 5.174
42 	 342 	 342 	 5.286
43 	 171 	 171 	 5.011
44 	 74 	 74 	 5.062
45 	 23 	 23 	 4.854
46 	 131 	 131 	 4.812
47 	 144 	 144 	 4.773
48 	 14 	 14 	 4.805
49 	 237 	 237 	 4.889
50 	 229 	 229 	 4.932
51 	 190 	 190 	 4.738
52 	 175 	 175 	 4.719
53 	 104 	 104 	 4.696
54 	 170 	 170 	 4.728
55 	 234 	 234 	 4.680
56 	 91 	 91 	 4.594
57 	 196 	 196 	 4.407
58 	 110 	 110 	 4.244
59 	 64 	 64 	 4.153
60 	 50 	 50 	 4.086
61 	 78 	 78 	 4.010
62 	 306 	 306 	 4.056
63 	 49 	 49 	 4.017
64 	 106 	 106 	 4.039
65 	 122 	 122 	 3.834
66 	 4 	 4 	 3.832
67 	 256 	 256 	 3.762
68 	 113 	 113 	 3.744
69 	 32 	 32 	 3.718
70 	 87 	 87 	 3.722
71 	 149 	 149 	 3.684
72 	 174 	 174 	 3.650
73 	 208 	 208 	 3.672
74 	 103 	 103 	 3.648
75 	 42 	 42 	 3.674
76 	 123 	 123 	 3.691
77 	 17 	 17 	 3.547
78 	 252 	 252 	 3.508
79 	 80 	 80 	 3.397
80 	 211 	 211 	 3.388
81 	 189 	 189 	 3.304
82 	 138 	 138 	 3.258
83 	 61 	 61 	 3.270
84 	 302 	 302 	 3.254
85 	 250 	 250 	 3.243
86 	 68 	 68 	 3.166
87 	 153 	 153 	 3.125
88 	 158 	 158 	 3.128
89 	 108 	 108 	 3.149
90 	 116 	 116 	 3.110
91 	 147 	 147 	 3.080
92 	 177 	 177 	 3.074
93 	 134 	 134 	 3.070
94 	 241 	 241 	 3.066
95 	 201 	 201 	 3.073
96 	 261 	 261 	 3.050
97 	 26 	 26 	 3.076
98 	 235 	 235 	 2.934
99 	 155 	 155 	 2.928
100 	 272 	 272 	 2.899
101 	 60 	 60 	 2.895
102 	 102 	 102 	 2.847
103 	 13 	 13 	 2.776
104 	 246 	 246 	 2.794
105 	 264 	 264 	 2.782
106 	 187 	 187 	 2.779
107 	 287 	 287 	 2.709
108 	 183 	 183 	 2.673
109 	 305 	 305 	 2.596
110 	 152 	 152 	 2.583
111 	 59 	 59 	 2.594
112 	 244 	 244 	 2.593
113 	 156 	 156 	 2.557
114 	 83 	 83 	 2.570
115 	 159 	 159 	 2.576
116 	 89 	 89 	 2.588
117 	 107 	 107 	 2.590
118 	 222 	 222 	 2.542
119 	 69 	 69 	 2.543
120 	 255 	 255 	 2.502
121 	 1 	 1 	 2.329
122 	 197 	 197 	 2.299
123 	 325 	 325 	 2.298
124 	 90 	 90 	 2.250
125 	 38 	 38 	 2.218
126 	 154 	 154 	 2.217
127 	 192 	 192 	 2.216
128 	 128 	 128 	 2.164
129 	 77 	 77 	 2.178
130 	 251 	 251 	 2.152
131 	 243 	 243 	 2.101
132 	 150 	 150 	 2.095
133 	 164 	 164 	 2.098
134 	 135 	 135 	 2.027
135 	 186 	 186 	 1.966
136 	 275 	 275 	 1.932
137 	 52 	 52 	 1.923
138 	 245 	 245 	 1.909
139 	 230 	 230 	 1.840
140 	 228 	 228 	 1.838
141 	 198 	 198 	 1.845
142 	 218 	 218 	 1.802
143 	 63 	 63 	 1.760
144 	 161 	 161 	 1.753
145 	 39 	 39 	 1.760
146 	 98 	 98 	 1.747
147 	 212 	 212 	 1.739
148 	 127 	 127 	 1.724
149 	 146 	 146 	 1.693
150 	 124 	 124 	 1.700
151 	 188 	 188 	 1.660
152 	 274 	 274 	 1.603
153 	 75 	 75 	 1.591
154 	 169 	 169 	 1.581
155 	 51 	 51 	 1.578
156 	 100 	 100 	 1.571
157 	 179 	 179 	 1.571
158 	 22 	 22 	 1.578
159 	 8 	 8 	 1.573
160 	 184 	 184 	 1.568
161 	 259 	 259 	 1.565
162 	 72 	 72 	 1.571
163 	 105 	 105 	 1.521
164 	 304 	 304 	 1.463
165 	 285 	 285 	 1.462
166 	 54 	 54 	 1.463
167 	 284 	 284 	 1.454
168 	 10 	 10 	 1.461
169 	 209 	 209 	 1.372
170 	 180 	 180 	 1.376
171 	 248 	 248 	 1.380
172 	 132 	 132 	 1.372
173 	 114 	 114 	 1.352
174 	 162 	 162 	 1.318
175 	 5 	 5 	 1.288
176 	 111 	 111 	 1.251
177 	 40 	 40 	 1.216
178 	 35 	 35 	 1.194
179 	 11 	 11 	 1.168
180 	 48 	 48 	 1.166
181 	 200 	 200 	 1.154
182 	 312 	 312 	 1.157
183 	 216 	 216 	 1.124
184 	 85 	 85 	 1.123
185 	 207 	 207 	 1.119
186 	 163 	 163 	 1.121
187 	 191 	 191 	 1.096
188 	 215 	 215 	 1.101
189 	 136 	 136 	 1.099
190 	 115 	 115 	 1.051
191 	 270 	 270 	 1.052
