1 	 154 	 154 	 0.175
2 	 415 	 415 	 0.106
3 	 257 	 257 	 0.058
4 	 155 	 155 	 0.036
5 	 414 	 414 	 0.034
6 	 233 	 233 	 0.031
7 	 91 	 91 	 0.043
8 	 156 	 156 	 0.027
9 	 90 	 90 	 0.031
10 	 416 	 416 	 0.033
11 	 413 	 413 	 0.030
12 	 167 	 167 	 0.035
13 	 60 	 60 	 0.029
14 	 197 	 197 	 0.027
15 	 103 	 103 	 0.031
16 	 143 	 143 	 0.028
17 	 78 	 78 	 0.027
18 	 225 	 225 	 0.029
19 	 209 	 209 	 0.028
20 	 102 	 102 	 0.029
21 	 404 	 404 	 0.026
22 	 261 	 261 	 0.029
23 	 108 	 108 	 0.025
24 	 87 	 87 	 0.026
25 	 412 	 412 	 0.025
26 	 215 	 215 	 0.025
27 	 411 	 411 	 0.025
28 	 107 	 107 	 0.025
29 	 57 	 57 	 0.024
30 	 43 	 43 	 0.023
31 	 218 	 218 	 0.024
32 	 212 	 212 	 0.023
33 	 106 	 106 	 0.024
34 	 409 	 409 	 0.023
35 	 423 	 423 	 0.023
36 	 228 	 228 	 0.023
37 	 110 	 110 	 0.023
38 	 229 	 229 	 0.023
39 	 53 	 53 	 0.023
40 	 151 	 151 	 0.023
41 	 207 	 207 	 0.022
42 	 36 	 36 	 0.022
43 	 153 	 153 	 0.022
44 	 101 	 101 	 0.022
45 	 56 	 56 	 0.022
46 	 405 	 405 	 0.022
47 	 20 	 20 	 0.021
48 	 183 	 183 	 0.020
49 	 79 	 79 	 0.020
50 	 33 	 33 	 0.021
51 	 419 	 419 	 0.020
52 	 408 	 408 	 0.021
53 	 231 	 231 	 0.021
54 	 21 	 21 	 0.020
55 	 26 	 26 	 0.020
56 	 258 	 258 	 0.020
57 	 406 	 406 	 0.020
58 	 401 	 401 	 0.020
59 	 245 	 245 	 0.020
60 	 39 	 39 	 0.020
61 	 67 	 67 	 0.020
62 	 24 	 24 	 0.020
63 	 285 	 285 	 0.020
64 	 104 	 104 	 0.020
65 	 422 	 422 	 0.019
